datetime,ward,bed_type,total_beds,staffed_beds,occupied_beds,closed_beds,hospital
19/6/2025,Surgery,General,51,49,43,2,hos_9bc4f65f
6/7/2025,Surgery,General,51,49,39,2,hos_9bc4f65f
12/7/2025,Surgery,General,51,49,45,2,hos_9bc4f65f
19/7/2025,Surgery,General,51,49,38,2,hos_9bc4f65f
20/7/2025,Surgery,General,51,49,46,2,hos_9bc4f65f
27/7/2025,Surgery,General,51,49,38,2,hos_9bc4f65f
28/7/2025,Surgery,General,51,49,47,2,hos_9bc4f65f
3/8/2025,Surgery,General,51,49,41,2,hos_9bc4f65f
9/8/2025,Surgery,General,51,49,44,2,hos_9bc4f65f
16/8/2025,Surgery,General,51,49,42,2,hos_9bc4f65f
4/9/2025,Surgery,General,51,49,41,2,hos_9bc4f65f
6/9/2025,Surgery,General,51,49,41,2,hos_9bc4f65f
14/9/2025,Surgery,General,51,49,44,2,hos_9bc4f65f
28/9/2025,Surgery,General,51,49,43,2,hos_9bc4f65f
4/10/2025,Surgery,General,51,49,42,2,hos_9bc4f65f
9/10/2025,Surgery,General,51,49,42,2,hos_9bc4f65f
11/10/2025,Surgery,General,51,49,40,2,hos_9bc4f65f
12/10/2025,Surgery,General,51,49,44,2,hos_9bc4f65f
18/10/2025,Surgery,General,51,49,41,2,hos_9bc4f65f
25/10/2025,Surgery,General,51,49,44,2,hos_9bc4f65f
26/10/2025,Surgery,General,51,49,43,2,hos_9bc4f65f
1/11/2025,Surgery,General,51,49,42,2,hos_9bc4f65f
2/11/2025,Surgery,General,51,49,46,2,hos_9bc4f65f
16/11/2025,Surgery,General,51,49,46,2,hos_9bc4f65f
7/12/2025,Surgery,General,51,49,42,2,hos_9bc4f65f
14/12/2025,Surgery,General,51,49,45,2,hos_9bc4f65f
21/12/2025,Surgery,General,51,49,40,2,hos_9bc4f65f
26/12/2025,Surgery,General,51,49,41,2,hos_9bc4f65f
31/12/2025,Surgery,General,51,49,45,2,hos_9bc4f65f
3/2/2024,Surgery,General,30,28,24,2,hos_6a867236
11/2/2024,Surgery,General,30,28,23,2,hos_6a867236
18/2/2024,Surgery,General,30,28,21,2,hos_6a867236
9/3/2024,Surgery,General,30,28,21,2,hos_6a867236
14/3/2024,Surgery,General,30,28,25,2,hos_6a867236
24/3/2024,Surgery,General,30,28,26,2,hos_6a867236
28/4/2024,Surgery,General,30,28,22,2,hos_6a867236
4/5/2024,Surgery,General,30,28,22,2,hos_6a867236
11/5/2024,Surgery,General,30,28,24,2,hos_6a867236
15/5/2024,Surgery,General,30,28,25,2,hos_6a867236
19/5/2024,Surgery,General,30,28,24,2,hos_6a867236
15/6/2024,Surgery,General,30,28,24,2,hos_6a867236
29/6/2024,Surgery,General,30,28,24,2,hos_6a867236
6/7/2024,Surgery,General,30,28,25,2,hos_6a867236
30/7/2024,Surgery,General,30,28,26,2,hos_6a867236
4/8/2024,Surgery,General,30,28,21,2,hos_6a867236
25/8/2024,Surgery,General,30,28,23,2,hos_6a867236
1/9/2024,Surgery,General,30,28,22,2,hos_6a867236
22/9/2024,Surgery,General,30,28,23,2,hos_6a867236
28/9/2024,Surgery,General,30,28,24,2,hos_6a867236
5/10/2024,Surgery,General,30,28,25,2,hos_6a867236
6/10/2024,Surgery,General,30,28,22,2,hos_6a867236
19/10/2024,Surgery,General,30,28,24,2,hos_6a867236
2/11/2024,Surgery,General,30,28,23,2,hos_6a867236
10/11/2024,Surgery,General,30,28,24,2,hos_6a867236
16/11/2024,Surgery,General,30,28,24,2,hos_6a867236
17/11/2024,Surgery,General,30,28,25,2,hos_6a867236
1/12/2024,Surgery,General,30,28,24,2,hos_6a867236
7/12/2024,Surgery,General,30,28,25,2,hos_6a867236
15/12/2024,Surgery,General,30,28,25,2,hos_6a867236
19/12/2024,Surgery,General,30,28,26,2,hos_6a867236
25/12/2024,Surgery,General,30,28,24,2,hos_6a867236
26/12/2024,Surgery,General,30,28,22,2,hos_6a867236
4/1/2025,Surgery,General,30,28,24,2,hos_6a867236
26/1/2025,Surgery,General,30,28,24,2,hos_6a867236
9/2/2025,Surgery,General,30,28,25,2,hos_6a867236
15/2/2025,Surgery,General,30,28,25,2,hos_6a867236
16/2/2025,Surgery,General,30,28,21,2,hos_6a867236
27/2/2025,Surgery,General,30,28,27,2,hos_6a867236
2/3/2025,Surgery,General,30,28,23,2,hos_6a867236
10/3/2025,Surgery,General,30,28,25,2,hos_6a867236
14/3/2025,Surgery,General,30,28,26,2,hos_6a867236
21/3/2025,Surgery,General,30,28,25,2,hos_6a867236
26/3/2025,Surgery,General,30,28,25,2,hos_6a867236
29/3/2025,Surgery,General,30,28,23,2,hos_6a867236
27/4/2025,Surgery,General,30,28,24,2,hos_6a867236
11/5/2025,Surgery,General,30,28,24,2,hos_6a867236
8/6/2025,Surgery,General,30,28,25,2,hos_6a867236
16/6/2025,Surgery,General,30,28,23,2,hos_6a867236
29/6/2025,Surgery,General,30,28,23,2,hos_6a867236
19/7/2025,Surgery,General,30,28,26,2,hos_6a867236
2/8/2025,Surgery,General,30,28,25,2,hos_6a867236
3/8/2025,Surgery,General,30,28,21,2,hos_6a867236
4/8/2025,Surgery,General,30,28,24,2,hos_6a867236
10/8/2025,Surgery,General,30,28,23,2,hos_6a867236
30/8/2025,Surgery,General,30,28,22,2,hos_6a867236
6/9/2025,Surgery,General,30,28,24,2,hos_6a867236
9/9/2025,Surgery,General,30,28,24,2,hos_6a867236
11/9/2025,Surgery,General,30,28,26,2,hos_6a867236
20/9/2025,Surgery,General,30,28,23,2,hos_6a867236
28/9/2025,Surgery,General,30,28,23,2,hos_6a867236
5/10/2025,Surgery,General,30,28,23,2,hos_6a867236
6/10/2025,Surgery,General,30,28,25,2,hos_6a867236
24/10/2025,Surgery,General,30,28,24,2,hos_6a867236
25/10/2025,Surgery,General,30,28,24,2,hos_6a867236
26/10/2025,Surgery,General,30,28,22,2,hos_6a867236
28/10/2025,Surgery,General,30,28,23,2,hos_6a867236
1/11/2025,Surgery,General,30,28,21,2,hos_6a867236
2/11/2025,Surgery,General,30,28,22,2,hos_6a867236
4/11/2025,Surgery,General,30,28,24,2,hos_6a867236
29/11/2025,Surgery,General,30,28,22,2,hos_6a867236
13/12/2025,Surgery,General,30,28,20,2,hos_6a867236
20/12/2025,Surgery,General,30,28,23,2,hos_6a867236
25/12/2025,Surgery,General,30,28,20,2,hos_6a867236
26/12/2025,Surgery,General,30,28,23,2,hos_6a867236
27/12/2025,Surgery,General,30,28,23,2,hos_6a867236
1/1/2024,Surgery,General,16,14,10,2,hos_7389674e
9/1/2024,Surgery,General,16,14,12,2,hos_7389674e
13/1/2024,Surgery,General,16,14,11,2,hos_7389674e
14/1/2024,Surgery,General,16,14,12,2,hos_7389674e
24/1/2024,Surgery,General,16,14,12,2,hos_7389674e
4/2/2024,Surgery,General,16,14,13,2,hos_7389674e
12/2/2024,Surgery,General,16,14,12,2,hos_7389674e
16/3/2024,Surgery,General,16,14,12,2,hos_7389674e
17/3/2024,Surgery,General,16,14,11,2,hos_7389674e
26/3/2024,Surgery,General,16,14,12,2,hos_7389674e
30/3/2024,Surgery,General,16,14,12,2,hos_7389674e
4/4/2024,Surgery,General,16,14,13,2,hos_7389674e
13/4/2024,Surgery,General,16,14,11,2,hos_7389674e
14/4/2024,Surgery,General,16,14,12,2,hos_7389674e
20/4/2024,Surgery,General,16,14,11,2,hos_7389674e
21/4/2024,Surgery,General,16,14,12,2,hos_7389674e
28/4/2024,Surgery,General,16,14,11,2,hos_7389674e
12/5/2024,Surgery,General,16,14,13,2,hos_7389674e
16/5/2024,Surgery,General,16,14,12,2,hos_7389674e
18/5/2024,Surgery,General,16,14,11,2,hos_7389674e
24/5/2024,Surgery,General,16,14,12,2,hos_7389674e
25/5/2024,Surgery,General,16,14,13,2,hos_7389674e
9/6/2024,Surgery,General,16,14,12,2,hos_7389674e
13/6/2024,Surgery,General,16,14,11,2,hos_7389674e
16/6/2024,Surgery,General,16,14,12,2,hos_7389674e
18/6/2024,Surgery,General,16,14,13,2,hos_7389674e
21/6/2024,Surgery,General,16,14,11,2,hos_7389674e
27/6/2024,Surgery,General,16,14,13,2,hos_7389674e
29/6/2024,Surgery,General,16,14,11,2,hos_7389674e
6/7/2024,Surgery,General,16,14,12,2,hos_7389674e
7/7/2024,Surgery,General,16,14,11,2,hos_7389674e
14/7/2024,Surgery,General,16,14,10,2,hos_7389674e
16/7/2024,Surgery,General,16,14,13,2,hos_7389674e
3/8/2024,Surgery,General,16,14,11,2,hos_7389674e
11/8/2024,Surgery,General,16,14,12,2,hos_7389674e
7/9/2024,Surgery,General,16,14,11,2,hos_7389674e
28/9/2024,Surgery,General,16,14,11,2,hos_7389674e
29/9/2024,Surgery,General,16,14,11,2,hos_7389674e
11/10/2024,Surgery,General,16,14,12,2,hos_7389674e
12/10/2024,Surgery,General,16,14,11,2,hos_7389674e
13/10/2024,Surgery,General,16,14,11,2,hos_7389674e
15/10/2024,Surgery,General,16,14,12,2,hos_7389674e
27/10/2024,Surgery,General,16,14,13,2,hos_7389674e
17/11/2024,Surgery,General,16,14,12,2,hos_7389674e
24/11/2024,Surgery,General,16,14,12,2,hos_7389674e
1/12/2024,Surgery,General,16,14,13,2,hos_7389674e
11/12/2024,Surgery,General,16,14,12,2,hos_7389674e
19/12/2024,Surgery,General,16,14,12,2,hos_7389674e
29/12/2024,Surgery,General,16,14,11,2,hos_7389674e
1/1/2025,Surgery,General,16,14,10,2,hos_7389674e
24/1/2025,Surgery,General,16,14,12,2,hos_7389674e
15/2/2025,Surgery,General,16,14,10,2,hos_7389674e
22/2/2025,Surgery,General,16,14,12,2,hos_7389674e
23/2/2025,Surgery,General,16,14,11,2,hos_7389674e
14/3/2025,Surgery,General,16,14,13,2,hos_7389674e
15/3/2025,Surgery,General,16,14,12,2,hos_7389674e
23/3/2025,Surgery,General,16,14,11,2,hos_7389674e
27/3/2025,Surgery,General,16,14,13,2,hos_7389674e
30/3/2025,Surgery,General,16,14,13,2,hos_7389674e
12/4/2025,Surgery,General,16,14,13,2,hos_7389674e
15/4/2025,Surgery,General,16,14,11,2,hos_7389674e
26/4/2025,Surgery,General,16,14,13,2,hos_7389674e
10/5/2025,Surgery,General,16,14,10,2,hos_7389674e
24/5/2025,Surgery,General,16,14,11,2,hos_7389674e
8/6/2025,Surgery,General,16,14,13,2,hos_7389674e
14/6/2025,Surgery,General,16,14,10,2,hos_7389674e
21/6/2025,Surgery,General,16,14,11,2,hos_7389674e
22/6/2025,Surgery,General,16,14,11,2,hos_7389674e
25/6/2025,Surgery,General,16,14,13,2,hos_7389674e
28/6/2025,Surgery,General,16,14,10,2,hos_7389674e
2/7/2025,Surgery,General,16,14,13,2,hos_7389674e
12/7/2025,Surgery,General,16,14,11,2,hos_7389674e
19/7/2025,Surgery,General,16,14,12,2,hos_7389674e
10/8/2025,Surgery,General,16,14,11,2,hos_7389674e
17/8/2025,Surgery,General,16,14,11,2,hos_7389674e
31/8/2025,Surgery,General,16,14,11,2,hos_7389674e
4/9/2025,Surgery,General,16,14,12,2,hos_7389674e
6/9/2025,Surgery,General,16,14,12,2,hos_7389674e
13/9/2025,Surgery,General,16,14,12,2,hos_7389674e
16/9/2025,Surgery,General,16,14,13,2,hos_7389674e
22/9/2025,Surgery,General,16,14,12,2,hos_7389674e
27/9/2025,Surgery,General,16,14,11,2,hos_7389674e
5/10/2025,Surgery,General,16,14,10,2,hos_7389674e
11/10/2025,Surgery,General,16,14,12,2,hos_7389674e
12/10/2025,Surgery,General,16,14,11,2,hos_7389674e
13/10/2025,Surgery,General,16,14,13,2,hos_7389674e
24/10/2025,Surgery,General,16,14,11,2,hos_7389674e
26/10/2025,Surgery,General,16,14,11,2,hos_7389674e
1/11/2025,Surgery,General,16,14,11,2,hos_7389674e
9/11/2025,Surgery,General,16,14,12,2,hos_7389674e
16/11/2025,Surgery,General,16,14,13,2,hos_7389674e
30/11/2025,Surgery,General,16,14,12,2,hos_7389674e
14/12/2025,Surgery,General,16,14,12,2,hos_7389674e
21/12/2025,Surgery,General,16,14,12,2,hos_7389674e
28/12/2025,Surgery,General,16,14,11,2,hos_7389674e
1/1/2024,Surgery,General,40,38,30,2,hos_5ea2c50a
7/1/2024,Surgery,General,40,38,30,2,hos_5ea2c50a
11/1/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
18/1/2024,Surgery,General,40,38,36,2,hos_5ea2c50a
20/1/2024,Surgery,General,40,38,35,2,hos_5ea2c50a
18/2/2024,Surgery,General,40,38,30,2,hos_5ea2c50a
1/3/2024,Surgery,General,40,38,35,2,hos_5ea2c50a
3/3/2024,Surgery,General,40,38,29,2,hos_5ea2c50a
16/3/2024,Surgery,General,40,38,30,2,hos_5ea2c50a
18/3/2024,Surgery,General,40,38,35,2,hos_5ea2c50a
23/3/2024,Surgery,General,40,38,34,2,hos_5ea2c50a
24/3/2024,Surgery,General,40,38,35,2,hos_5ea2c50a
6/4/2024,Surgery,General,40,38,34,2,hos_5ea2c50a
7/4/2024,Surgery,General,40,38,33,2,hos_5ea2c50a
12/4/2024,Surgery,General,40,38,35,2,hos_5ea2c50a
21/4/2024,Surgery,General,40,38,31,2,hos_5ea2c50a
11/5/2024,Surgery,General,40,38,35,2,hos_5ea2c50a
18/5/2024,Surgery,General,40,38,31,2,hos_5ea2c50a
25/5/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
26/5/2024,Surgery,General,40,38,31,2,hos_5ea2c50a
1/6/2024,Surgery,General,40,38,33,2,hos_5ea2c50a
2/6/2024,Surgery,General,40,38,31,2,hos_5ea2c50a
4/6/2024,Surgery,General,40,38,35,2,hos_5ea2c50a
7/6/2024,Surgery,General,40,38,36,2,hos_5ea2c50a
15/6/2024,Surgery,General,40,38,30,2,hos_5ea2c50a
6/7/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
13/7/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
20/7/2024,Surgery,General,40,38,30,2,hos_5ea2c50a
27/7/2024,Surgery,General,40,38,37,2,hos_5ea2c50a
3/8/2024,Surgery,General,40,38,33,2,hos_5ea2c50a
10/8/2024,Surgery,General,40,38,34,2,hos_5ea2c50a
11/8/2024,Surgery,General,40,38,31,2,hos_5ea2c50a
15/8/2024,Surgery,General,40,38,34,2,hos_5ea2c50a
25/8/2024,Surgery,General,40,38,29,2,hos_5ea2c50a
1/9/2024,Surgery,General,40,38,35,2,hos_5ea2c50a
6/9/2024,Surgery,General,40,38,34,2,hos_5ea2c50a
15/9/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
21/9/2024,Surgery,General,40,38,33,2,hos_5ea2c50a
24/9/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
29/9/2024,Surgery,General,40,38,34,2,hos_5ea2c50a
5/10/2024,Surgery,General,40,38,30,2,hos_5ea2c50a
14/10/2024,Surgery,General,40,38,33,2,hos_5ea2c50a
15/10/2024,Surgery,General,40,38,36,2,hos_5ea2c50a
26/10/2024,Surgery,General,40,38,31,2,hos_5ea2c50a
14/11/2024,Surgery,General,40,38,34,2,hos_5ea2c50a
16/11/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
24/11/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
25/11/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
1/12/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
15/12/2024,Surgery,General,40,38,32,2,hos_5ea2c50a
16/12/2024,Surgery,General,40,38,36,2,hos_5ea2c50a
24/12/2024,Surgery,General,40,38,35,2,hos_5ea2c50a
25/12/2024,Surgery,General,40,38,30,2,hos_5ea2c50a
27/12/2024,Surgery,General,40,38,33,2,hos_5ea2c50a
5/1/2025,Surgery,General,40,38,31,2,hos_5ea2c50a
11/1/2025,Surgery,General,40,38,29,2,hos_5ea2c50a
12/1/2025,Surgery,General,40,38,35,2,hos_5ea2c50a
15/1/2025,Surgery,General,40,38,35,2,hos_5ea2c50a
18/1/2025,Surgery,General,40,38,31,2,hos_5ea2c50a
22/1/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
25/1/2025,Surgery,General,40,38,36,2,hos_5ea2c50a
10/2/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
15/2/2025,Surgery,General,40,38,35,2,hos_5ea2c50a
8/3/2025,Surgery,General,40,38,33,2,hos_5ea2c50a
12/3/2025,Surgery,General,40,38,35,2,hos_5ea2c50a
23/3/2025,Surgery,General,40,38,32,2,hos_5ea2c50a
30/3/2025,Surgery,General,40,38,36,2,hos_5ea2c50a
5/4/2025,Surgery,General,40,38,29,2,hos_5ea2c50a
21/4/2025,Surgery,General,40,38,32,2,hos_5ea2c50a
10/5/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
11/5/2025,Surgery,General,40,38,30,2,hos_5ea2c50a
16/5/2025,Surgery,General,40,38,36,2,hos_5ea2c50a
18/5/2025,Surgery,General,40,38,36,2,hos_5ea2c50a
23/5/2025,Surgery,General,40,38,33,2,hos_5ea2c50a
24/5/2025,Surgery,General,40,38,31,2,hos_5ea2c50a
8/6/2025,Surgery,General,40,38,31,2,hos_5ea2c50a
5/7/2025,Surgery,General,40,38,30,2,hos_5ea2c50a
6/7/2025,Surgery,General,40,38,32,2,hos_5ea2c50a
12/7/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
13/7/2025,Surgery,General,40,38,28,2,hos_5ea2c50a
3/8/2025,Surgery,General,40,38,32,2,hos_5ea2c50a
9/8/2025,Surgery,General,40,38,32,2,hos_5ea2c50a
16/8/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
23/8/2025,Surgery,General,40,38,30,2,hos_5ea2c50a
24/8/2025,Surgery,General,40,38,32,2,hos_5ea2c50a
15/9/2025,Surgery,General,40,38,31,2,hos_5ea2c50a
18/9/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
21/9/2025,Surgery,General,40,38,35,2,hos_5ea2c50a
11/10/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
18/10/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
26/10/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
27/10/2025,Surgery,General,40,38,33,2,hos_5ea2c50a
14/11/2025,Surgery,General,40,38,34,2,hos_5ea2c50a
15/11/2025,Surgery,General,40,38,31,2,hos_5ea2c50a
16/11/2025,Surgery,General,40,38,30,2,hos_5ea2c50a
22/11/2025,Surgery,General,40,38,32,2,hos_5ea2c50a
24/11/2025,Surgery,General,40,38,30,2,hos_5ea2c50a
6/12/2025,Surgery,General,40,38,30,2,hos_5ea2c50a
7/12/2025,Surgery,General,40,38,32,2,hos_5ea2c50a
14/12/2025,Surgery,General,40,38,32,2,hos_5ea2c50a
20/12/2025,Surgery,General,40,38,31,2,hos_5ea2c50a
21/12/2025,Surgery,General,40,38,31,2,hos_5ea2c50a
25/12/2025,Surgery,General,40,38,30,2,hos_5ea2c50a
1/1/2024,Surgery,General,60,58,45,2,hos_3bb2864c
6/1/2024,Surgery,General,60,58,46,2,hos_3bb2864c
13/1/2024,Surgery,General,60,58,52,2,hos_3bb2864c
14/1/2024,Surgery,General,60,58,53,2,hos_3bb2864c
28/1/2024,Surgery,General,60,58,53,2,hos_3bb2864c
11/2/2024,Surgery,General,60,58,48,2,hos_3bb2864c
17/2/2024,Surgery,General,60,58,48,2,hos_3bb2864c
2/3/2024,Surgery,General,60,58,55,2,hos_3bb2864c
3/3/2024,Surgery,General,60,58,51,2,hos_3bb2864c
9/3/2024,Surgery,General,60,58,53,2,hos_3bb2864c
10/3/2024,Surgery,General,60,58,49,2,hos_3bb2864c
20/3/2024,Surgery,General,60,58,49,2,hos_3bb2864c
23/3/2024,Surgery,General,60,58,49,2,hos_3bb2864c
30/3/2024,Surgery,General,60,58,48,2,hos_3bb2864c
6/4/2024,Surgery,General,60,58,49,2,hos_3bb2864c
14/4/2024,Surgery,General,60,58,47,2,hos_3bb2864c
16/4/2024,Surgery,General,60,58,51,2,hos_3bb2864c
21/4/2024,Surgery,General,60,58,47,2,hos_3bb2864c
23/4/2024,Surgery,General,60,58,54,2,hos_3bb2864c
4/5/2024,Surgery,General,60,58,52,2,hos_3bb2864c
11/5/2024,Surgery,General,60,58,44,2,hos_3bb2864c
18/5/2024,Surgery,General,60,58,48,2,hos_3bb2864c
25/5/2024,Surgery,General,60,58,48,2,hos_3bb2864c
1/6/2024,Surgery,General,60,58,52,2,hos_3bb2864c
5/6/2024,Surgery,General,60,58,56,2,hos_3bb2864c
9/6/2024,Surgery,General,60,58,45,2,hos_3bb2864c
11/6/2024,Surgery,General,60,58,57,2,hos_3bb2864c
15/6/2024,Surgery,General,60,58,50,2,hos_3bb2864c
16/6/2024,Surgery,General,60,58,52,2,hos_3bb2864c
6/7/2024,Surgery,General,60,58,51,2,hos_3bb2864c
13/7/2024,Surgery,General,60,58,49,2,hos_3bb2864c
20/7/2024,Surgery,General,60,58,47,2,hos_3bb2864c
21/7/2024,Surgery,General,60,58,54,2,hos_3bb2864c
27/7/2024,Surgery,General,60,58,50,2,hos_3bb2864c
31/7/2024,Surgery,General,60,58,51,2,hos_3bb2864c
4/8/2024,Surgery,General,60,58,42,2,hos_3bb2864c
10/8/2024,Surgery,General,60,58,47,2,hos_3bb2864c
14/8/2024,Surgery,General,60,58,57,2,hos_3bb2864c
17/8/2024,Surgery,General,60,58,50,2,hos_3bb2864c
18/8/2024,Surgery,General,60,58,44,2,hos_3bb2864c
22/8/2024,Surgery,General,60,58,49,2,hos_3bb2864c
25/8/2024,Surgery,General,60,58,50,2,hos_3bb2864c
31/8/2024,Surgery,General,60,58,54,2,hos_3bb2864c
1/9/2024,Surgery,General,60,58,48,2,hos_3bb2864c
7/9/2024,Surgery,General,60,58,46,2,hos_3bb2864c
8/9/2024,Surgery,General,60,58,51,2,hos_3bb2864c
13/9/2024,Surgery,General,60,58,49,2,hos_3bb2864c
15/9/2024,Surgery,General,60,58,47,2,hos_3bb2864c
3/10/2024,Surgery,General,60,58,53,2,hos_3bb2864c
6/10/2024,Surgery,General,60,58,46,2,hos_3bb2864c
12/10/2024,Surgery,General,60,58,50,2,hos_3bb2864c
17/10/2024,Surgery,General,60,58,53,2,hos_3bb2864c
25/10/2024,Surgery,General,60,58,54,2,hos_3bb2864c
14/11/2024,Surgery,General,60,58,56,2,hos_3bb2864c
18/11/2024,Surgery,General,60,58,56,2,hos_3bb2864c
1/12/2024,Surgery,General,60,58,51,2,hos_3bb2864c
15/12/2024,Surgery,General,60,58,47,2,hos_3bb2864c
22/12/2024,Surgery,General,60,58,50,2,hos_3bb2864c
5/1/2025,Surgery,General,60,58,49,2,hos_3bb2864c
9/1/2025,Surgery,General,60,58,55,2,hos_3bb2864c
11/1/2025,Surgery,General,60,58,51,2,hos_3bb2864c
12/1/2025,Surgery,General,60,58,44,2,hos_3bb2864c
18/1/2025,Surgery,General,60,58,47,2,hos_3bb2864c
19/1/2025,Surgery,General,60,58,49,2,hos_3bb2864c
20/1/2025,Surgery,General,60,58,51,2,hos_3bb2864c
1/3/2025,Surgery,General,60,58,47,2,hos_3bb2864c
13/3/2025,Surgery,General,60,58,54,2,hos_3bb2864c
16/3/2025,Surgery,General,60,58,52,2,hos_3bb2864c
22/3/2025,Surgery,General,60,58,49,2,hos_3bb2864c
29/3/2025,Surgery,General,60,58,48,2,hos_3bb2864c
30/3/2025,Surgery,General,60,58,46,2,hos_3bb2864c
23/4/2025,Surgery,General,60,58,53,2,hos_3bb2864c
11/5/2025,Surgery,General,60,58,56,2,hos_3bb2864c
15/6/2025,Surgery,General,60,58,49,2,hos_3bb2864c
24/6/2025,Surgery,General,60,58,56,2,hos_3bb2864c
29/6/2025,Surgery,General,60,58,48,2,hos_3bb2864c
6/7/2025,Surgery,General,60,58,54,2,hos_3bb2864c
13/7/2025,Surgery,General,60,58,51,2,hos_3bb2864c
26/7/2025,Surgery,General,60,58,46,2,hos_3bb2864c
27/7/2025,Surgery,General,60,58,49,2,hos_3bb2864c
13/8/2025,Surgery,General,60,58,52,2,hos_3bb2864c
30/8/2025,Surgery,General,60,58,48,2,hos_3bb2864c
3/9/2025,Surgery,General,60,58,53,2,hos_3bb2864c
7/9/2025,Surgery,General,60,58,53,2,hos_3bb2864c
13/9/2025,Surgery,General,60,58,51,2,hos_3bb2864c
27/9/2025,Surgery,General,60,58,45,2,hos_3bb2864c
28/9/2025,Surgery,General,60,58,51,2,hos_3bb2864c
4/10/2025,Surgery,General,60,58,51,2,hos_3bb2864c
9/10/2025,Surgery,General,60,58,51,2,hos_3bb2864c
11/10/2025,Surgery,General,60,58,51,2,hos_3bb2864c
12/10/2025,Surgery,General,60,58,52,2,hos_3bb2864c
19/10/2025,Surgery,General,60,58,54,2,hos_3bb2864c
20/10/2025,Surgery,General,60,58,51,2,hos_3bb2864c
25/10/2025,Surgery,General,60,58,48,2,hos_3bb2864c
31/10/2025,Surgery,General,60,58,56,2,hos_3bb2864c
1/11/2025,Surgery,General,60,58,51,2,hos_3bb2864c
8/11/2025,Surgery,General,60,58,51,2,hos_3bb2864c
9/11/2025,Surgery,General,60,58,47,2,hos_3bb2864c
23/11/2025,Surgery,General,60,58,51,2,hos_3bb2864c
7/12/2025,Surgery,General,60,58,51,2,hos_3bb2864c
9/12/2025,Surgery,General,60,58,53,2,hos_3bb2864c
14/12/2025,Surgery,General,60,58,53,2,hos_3bb2864c
16/12/2025,Surgery,General,60,58,51,2,hos_3bb2864c
26/12/2025,Surgery,General,60,58,46,2,hos_3bb2864c
2/1/2024,Surgery,General,36,34,32,2,hos_75dc3992
6/1/2024,Surgery,General,36,34,27,2,hos_75dc3992
7/1/2024,Surgery,General,36,34,27,2,hos_75dc3992
12/1/2024,Surgery,General,36,34,33,2,hos_75dc3992
13/1/2024,Surgery,General,36,34,26,2,hos_75dc3992
14/1/2024,Surgery,General,36,34,31,2,hos_75dc3992
21/1/2024,Surgery,General,36,34,27,2,hos_75dc3992
28/1/2024,Surgery,General,36,34,32,2,hos_75dc3992
20/2/2024,Surgery,General,36,34,29,2,hos_75dc3992
3/3/2024,Surgery,General,36,34,31,2,hos_75dc3992
9/3/2024,Surgery,General,36,34,28,2,hos_75dc3992
16/3/2024,Surgery,General,36,34,30,2,hos_75dc3992
17/3/2024,Surgery,General,36,34,29,2,hos_75dc3992
31/3/2024,Surgery,General,36,34,27,2,hos_75dc3992
6/4/2024,Surgery,General,36,34,30,2,hos_75dc3992
14/4/2024,Surgery,General,36,34,30,2,hos_75dc3992
27/4/2024,Surgery,General,36,34,28,2,hos_75dc3992
4/5/2024,Surgery,General,36,34,27,2,hos_75dc3992
11/5/2024,Surgery,General,36,34,30,2,hos_75dc3992
26/5/2024,Surgery,General,36,34,27,2,hos_75dc3992
28/5/2024,Surgery,General,36,34,31,2,hos_75dc3992
1/6/2024,Surgery,General,36,34,27,2,hos_75dc3992
2/6/2024,Surgery,General,36,34,30,2,hos_75dc3992
15/6/2024,Surgery,General,36,34,29,2,hos_75dc3992
16/6/2024,Surgery,General,36,34,26,2,hos_75dc3992
29/6/2024,Surgery,General,36,34,30,2,hos_75dc3992
5/7/2024,Surgery,General,36,34,31,2,hos_75dc3992
13/7/2024,Surgery,General,36,34,29,2,hos_75dc3992
14/7/2024,Surgery,General,36,34,28,2,hos_75dc3992
18/7/2024,Surgery,General,36,34,33,2,hos_75dc3992
21/7/2024,Surgery,General,36,34,28,2,hos_75dc3992
31/8/2024,Surgery,General,36,34,30,2,hos_75dc3992
1/9/2024,Surgery,General,36,34,30,2,hos_75dc3992
3/9/2024,Surgery,General,36,34,28,2,hos_75dc3992
3/10/2024,Surgery,General,36,34,31,2,hos_75dc3992
6/10/2024,Surgery,General,36,34,30,2,hos_75dc3992
